Date,Hamina,St.Ghislain,Potsdam,Portland,Boston
2013-01-01 00:00:00,29.480493577060955,31.02362563321624,17.36272836597978,87.06386673219811,89.26828768722218
2013-01-01 01:00:00,29.480493577060955,31.02362563321624,17.36272836597978,87.06386673219811,89.26828768722218
2013-01-01 02:00:00,31.744862274964905,24.70374982841979,13.066588060755267,80.51700511219384,82.20326825847962
2013-01-01 03:00:00,32.86321349647734,23.814180839836,25.31301394125435,80.02648164232617,81.93159982592624
2013-01-01 04:00:00,33.43285235744038,25.27543351635194,24.8368137785595,71.28981006257621,72.0190734834941
2013-01-01 05:00:00,34.501160804024025,28.92732621707439,35.12352448052716,63.23401014625905,63.45970824738518
2013-01-01 06:00:00,33.911804501817905,33.61964957738442,34.26741373054965,56.073099269883855,56.08622129253772
2013-01-01 07:00:00,33.81591258753749,34.251143967073,35.71275483449507,49.79366016870705,49.68542398136621
2013-01-01 08:00:00,33.96058199815983,42.62308989504155,32.695217913107534,50.32545238886049,50.32180235040807
2013-01-01 09:00:00,34.08158559732293,48.20530118189133,26.12589433477626,51.940372882772344,51.782660552046806
2013-01-01 10:00:00,34.118927079571954,51.18817490902084,23.92429872463326,57.41221268073516,57.319226461814374
2013-01-01 11:00:00,33.97020128147865,48.60028289077557,16.172820648073195,62.38332025037691,62.265609295623804
2013-01-01 12:00:00,34.863471472543395,48.30155918018478,18.658072168919514,62.71543869415134,62.67543404319954
2013-01-01 13:00:00,36.22746493195437,42.8049792449541,15.639188013544526,73.07723003408226,73.3714039108525
2013-01-01 14:00:00,40.14445652011415,40.60061648893329,22.42472582699163,79.6478244431485,80.39797558338202
2013-01-01 15:00:00,40.86649560225858,37.61667334254121,24.218954100294482,77.9935358179795,79.01810166850939
2013-01-01 16:00:00,34.39723067578155,50.67015237229881,30.247842378293267,76.85815841421588,77.79736875342921
2013-01-01 17:00:00,33.59485100474767,52.16038597536592,32.613770112722676,75.36062667124682,76.10029185373546
2013-01-01 18:00:00,33.084728550065314,45.41142014634683,32.98194687033178,73.63954362823468,74.2512494185829
2013-01-01 19:00:00,33.36387574415504,42.4299992459395,32.760150690893425,71.50135923833638,72.18856919776485
2013-01-01 20:00:00,33.177589224783475,37.72575955053614,27.54115097152322,71.45208845036072,71.93902225889215
2013-01-01 21:00:00,32.42261632687842,40.31163999019047,25.836436077337787,86.42392356241933,87.98504693144629
2013-01-01 22:00:00,32.69391449924593,40.914366872828836,19.85741158691771,103.7341744429572,105.58813097586773
2013-01-01 23:00:00,32.03716220688562,34.65493669162042,20.004624650776897,100.23743957462105,102.43505364182133
2013-01-02 00:00:00,31.517256048218126,31.55400798880248,18.02608989489815,89.17437617421531,90.9256673679642
2013-01-02 01:00:00,36.12975124555683,34.48463413028639,13.22698806051184,123.69023238886784,129.74748304091565
2013-01-02 02:00:00,37.66703961705525,28.229221021122083,10.090718827846343,110.24121338345026,116.16062924592167
2013-01-02 03:00:00,38.74675013771286,27.115388577539914,8.798659269060346,105.62508390807076,111.37419612635668
2013-01-02 04:00:00,39.53502978988349,28.183716364411588,7.537177781585256,92.74873382201207,97.91335404815673
2013-01-02 05:00:00,40.089123339487344,30.624742284250427,8.013412228784247,92.84452612859337,97.57688025742063
2013-01-02 06:00:00,40.071522801323965,33.56161529938508,8.551614966959663,82.3079243859439,86.62742429358711
2013-01-02 07:00:00,40.088457700383316,34.061012660270606,10.526372305512536,77.13057381972408,81.14478971308516
2013-01-02 08:00:00,40.34515264982884,40.37061339976927,12.398491055530172,72.41972772086808,76.15540575509812
2013-01-02 09:00:00,40.73919479305926,44.44084845863158,15.282681754542033,74.12184718735482,77.42263903461615
2013-01-02 10:00:00,40.78717178213501,46.910505113849396,17.79345344464121,77.8391595826933,81.16013901958875
2013-01-02 11:00:00,40.89682045573794,46.03902283183535,20.861582585852688,89.13587987536033,92.61457828275277
2013-01-02 12:00:00,41.35766299512233,45.265577950067794,23.2775921594853,88.00989692332577,91.06261819631877
2013-01-02 13:00:00,41.96751236004427,40.701057665751215,25.855825188528936,96.29700455544298,99.6916527404095
2013-01-02 14:00:00,43.13496358220825,39.268871970676976,27.578597501920033,102.6818328695214,106.59435534853714
2013-01-02 15:00:00,43.409786783523586,36.93267327093321,29.19393746370401,104.23459674430747,108.6341839688307
2013-01-02 16:00:00,41.996122655639894,47.39211372278221,29.877461757887136,103.65443159570425,108.11010731374951
2013-01-02 17:00:00,41.73308665112344,50.59505746371937,30.33922718032508,101.57503302597205,105.73672118472929
2013-01-02 18:00:00,41.43032713461465,45.146130063815974,29.932721756882476,99.69181231314234,103.73288547345314
2013-01-02 19:00:00,41.41095142515098,43.85555760978197,29.337215151315228,97.14509777075332,100.98104752362963
2013-01-02 20:00:00,41.39073256752556,39.92403488538827,28.05390462489561,94.86536338305386,98.03504943740163
2013-01-02 21:00:00,40.80006391969328,42.29444353533653,26.722156083829276,115.62429213419718,120.11239365710914
2013-01-02 22:00:00,40.977050125112044,42.11647825034571,24.951776192859725,138.65548260162365,144.09767867379855
2013-01-02 23:00:00,40.65156117986746,38.042567759971604,23.324258208547036,132.64052391119426,138.6358629186287
2013-01-03 00:00:00,40.36848787526342,35.9958229091336,21.517449889827162,119.40898193675076,124.4584386677121
2013-01-03 01:00:00,35.22074822692512,38.54124166706688,18.718456583483974,121.74674482809286,123.43158365579646
2013-01-03 02:00:00,36.80496754948823,36.69508091267331,15.455125021007891,111.59516646814612,113.26492230315584
2013-01-03 03:00:00,37.71224613701427,37.20059298306537,13.987686097163019,110.09514274414899,110.45420465072905
