Date,Hamina,St.Ghislain,Potsdam,Portland,Boston
2014-06-20 00:00:00,14.973991036230473,32.86770170506278,19.46568772182108,42.59180146594144,47.15978908732057
2014-06-20 01:00:00,14.973991036230473,32.86770170506278,19.46568772182108,42.59180146594144,47.15978908732057
2014-06-20 02:00:00,17.24582860707018,33.05844642326766,19.038883295180042,40.23555076057656,45.72955412509544
2014-06-20 03:00:00,20.611992504270248,30.795846156176214,22.165123223852333,36.08692663447476,41.77587459709157
2014-06-20 04:00:00,24.972667607254124,33.87082389115173,25.13301442278113,35.589080516623206,42.10650041227654
2014-06-20 05:00:00,26.575167008020287,41.430547813260404,27.27883851833532,34.492943631370544,41.05615058310017
2014-06-20 06:00:00,27.53476906492297,43.73508425957997,29.261198604796803,34.37739423014499,41.42314585118456
2014-06-20 07:00:00,29.440538122309988,46.98895145065371,28.813055355345327,34.475517305967834,41.41602715187323
2014-06-20 08:00:00,28.35794502513241,48.97707460837142,28.807526809671163,34.19014577063183,41.34661238918959
2014-06-20 09:00:00,25.80873967427344,51.513524404210834,27.710460592694353,34.89087702289159,42.0396196646307
2014-06-20 10:00:00,24.603490235039644,45.01773976967261,25.088865986426562,37.30526426361404,44.76650287098764
2014-06-20 11:00:00,23.382194731955764,42.80492084974168,20.045761573713783,41.34735111915369,48.795972841843394
2014-06-20 12:00:00,22.896174590406474,43.0219516026068,18.00061843007749,40.10757487551342,47.98381418547864
2014-06-20 13:00:00,22.218446423479506,39.70747618396298,18.22728127778622,40.513176095171715,48.41035339942397
2014-06-20 14:00:00,22.113200741201098,38.26967978197554,19.311066288215915,41.63165257215467,49.67959030258035
2014-06-20 15:00:00,22.61377622229199,42.56804843373061,25.8869171085428,45.765514202161306,54.27920346235545
2014-06-20 16:00:00,22.805838696660103,47.268745609318906,28.81952927218325,45.4633039401328,54.45053962900755
2014-06-20 17:00:00,21.989198513350416,42.0932092124241,30.335181874340183,50.128338627213594,59.13108975792711
2014-06-20 18:00:00,21.156501084465873,46.14994921155111,30.63686233878266,50.92169619157539,60.18703423736102
2014-06-20 19:00:00,20.97338178511265,39.12688771599247,30.18393664226021,49.200458950212976,58.63561853481947
2014-06-20 20:00:00,19.451073145837753,52.40797131500056,33.27057969300486,50.24829201271249,59.63708396634356
2014-06-20 21:00:00,18.36938886045209,40.05078110520575,29.040025297699053,45.628959174517725,54.872330214332024
2014-06-20 22:00:00,16.719678412413913,34.388175972633945,26.70400773323563,43.53428891651475,52.59454847553566
2014-06-20 23:00:00,15.705633025020589,33.97520127815185,23.859846851791907,41.1032712125335,49.764315085180485
2014-06-21 00:00:00,14.448973100670685,33.359020862109496,23.01834023669503,40.872419831844084,49.45229604189473
2014-06-21 01:00:00,20.904529842913576,32.44657603239256,19.987568741436636,38.414584641464465,38.733880076111895
2014-06-21 02:00:00,21.38773565264259,32.28099007671074,20.216111141583756,36.651676796527624,35.983821180467565
2014-06-21 03:00:00,24.16599945725909,29.10819948741448,24.010998281755914,33.956014727409666,32.257666128560004
2014-06-21 04:00:00,27.276180125802227,32.31569361565931,29.56826957782446,33.27424601330886,30.406772356595557
2014-06-21 05:00:00,28.16907523854553,38.46546854230127,33.63668152603422,31.50295725279598,28.183586357137443
2014-06-21 06:00:00,28.46091602268561,39.08298013179683,34.42992503297583,30.47236758241869,27.02870138332798
2014-06-21 07:00:00,30.042273066504976,42.35603475054114,34.01675662572645,29.40452167307232,25.851563977539065
2014-06-21 08:00:00,28.716200396050482,43.60615706706068,34.62597220365804,29.578810059143724,26.41543125054147
2014-06-21 09:00:00,26.085350514631756,47.0379415667324,32.47629872868989,30.741563222645592,27.624670140230798
2014-06-21 10:00:00,24.77332366162281,43.72782542077397,30.03645620188774,33.07837035705163,29.818208836229573
2014-06-21 11:00:00,23.30811522758171,40.765455010084736,25.29478557375403,34.420227122948404,32.20464312748935
2014-06-21 12:00:00,22.703741639140503,39.26469211188942,23.308822859537734,34.03061762433445,32.645332166479726
2014-06-21 13:00:00,22.016945254812384,34.87500269048468,22.075324636925174,34.73031029008209,34.1473181035573
2014-06-21 14:00:00,22.2060743755834,33.98156465106155,22.41975846162985,35.874517906405174,36.48342189043477
2014-06-21 15:00:00,22.464439165694188,38.37999051037315,26.07346152338672,37.57597814053282,38.570517280787385
2014-06-21 16:00:00,22.446713236008378,40.442158235972954,31.268216013810886,38.277351584988686,39.91260597978978
2014-06-21 17:00:00,21.607471590992816,38.48742409355816,34.61279183697619,39.814036331616386,42.03894825588659
2014-06-21 18:00:00,20.818859352099167,39.50728743372565,34.81923711131155,40.310561138434274,42.39284030102704
2014-06-21 19:00:00,20.728692462136564,34.661020492707905,33.93476667693696,40.282314884472285,41.90379343940694
2014-06-21 20:00:00,19.377098293326725,44.596234583941964,35.359913818856796,40.99993035813361,42.35935376571359
2014-06-21 21:00:00,18.32160777446606,39.63893723212857,33.290922961713726,39.33692767354365,40.7067104806182
2014-06-21 22:00:00,16.63754543162608,30.352070820670235,28.303635373211456,38.03667253440957,39.72433580264106
2014-06-21 23:00:00,15.443054033817617,29.555966441327485,24.492712158416502,36.89652582905615,38.47180077010152
2014-06-22 00:00:00,14.302143583837392,29.358999003902397,22.164424199028364,36.55225780280789,37.14323387198343
2014-06-22 01:00:00,18.78836686409188,31.241123362922508,20.067711164686457,31.21672347492942,30.50160240770428
2014-06-22 02:00:00,18.51324315242476,29.273054281769248,20.175578995204926,29.463947171189346,28.592472959599466
2014-06-22 03:00:00,18.93460670673416,24.146724282934258,22.722616110121987,27.19366632493113,26.11064119752766
