,Helsinki,Portland,Boston
2014-07-07 00:00:00,27.6569568299186,35.19490372528964,38.6666593808846
2014-07-07 01:00:00,27.6569568299186,35.19490372528964,38.6666593808846
2014-07-07 02:00:00,27.675058009003983,35.933274349029006,39.94655839437057
2014-07-07 03:00:00,27.519379628179486,34.55337424927549,39.23878944207326
2014-07-07 04:00:00,28.848616896665042,30.053645733247606,35.505744010663726
2014-07-07 05:00:00,30.97276755994705,27.471484713582893,33.19869639647821
2014-07-07 06:00:00,33.833377268393555,24.852037396915783,31.121088655869407
2014-07-07 07:00:00,35.94942889832384,22.875277133207625,29.35545008023736
2014-07-07 08:00:00,38.6915871042062,21.01027451408116,27.78622881056392
2014-07-07 09:00:00,39.61447260373945,19.836290493204405,26.788483939450476
2014-07-07 10:00:00,39.54126220464021,19.961068630921034,27.008379950722315
2014-07-07 11:00:00,37.21162214534673,20.706110925530837,27.780092375367616
2014-07-07 12:00:00,35.69587374583105,23.00136322520423,30.014481528480495
2014-07-07 13:00:00,37.37518445493608,26.53492720648758,33.33935109353219
2014-07-07 14:00:00,38.93936322255457,30.039024316209005,36.69763658423457
2014-07-07 15:00:00,38.43721557164359,33.408353984415214,39.99395364088053
2014-07-07 16:00:00,37.12590865741946,35.77413669215937,42.480036508343694
2014-07-07 17:00:00,36.004494199255866,39.103850370228756,46.15581919094823
2014-07-07 18:00:00,35.74591283284137,40.329726237082525,47.46511142384533
2014-07-07 19:00:00,35.38493890919918,41.86070238392037,49.06396738076618
2014-07-07 20:00:00,37.231305770165086,42.71001974863297,50.026986278827195
2014-07-07 21:00:00,38.263054875436566,42.66716939884621,50.05988949519628
2014-07-07 22:00:00,33.261871003442224,43.58259280732965,50.075912046054384
2014-07-07 23:00:00,30.091753741949997,42.42611671929254,48.93753737627486
2014-07-08 00:00:00,28.97799924405096,39.708844159033475,46.156294341011126
2014-07-08 01:00:00,28.59570202449113,46.2943630676525,51.91530962590453
2014-07-08 02:00:00,28.452410054317063,44.54220336015523,50.19430437897981
2014-07-08 03:00:00,28.202521317464356,41.73661371219181,46.92047062929741
2014-07-08 04:00:00,30.213536169315738,37.235244412301384,40.14262576626148
2014-07-08 05:00:00,34.73678453949983,34.69560117184655,36.61067603572214
2014-07-08 06:00:00,38.30750125856116,32.26795060476595,32.88775365556427
2014-07-08 07:00:00,39.401153104132455,29.098263731659387,28.731165060459784
2014-07-08 08:00:00,40.478750856183225,26.825284842559125,25.610086671964503
2014-07-08 09:00:00,40.35130188225706,25.4417029827801,23.730758297202943
2014-07-08 10:00:00,40.63294214547487,24.85207484869561,23.514934774866575
2014-07-08 11:00:00,39.96282302137837,25.751151819115034,24.765441840254276
2014-07-08 12:00:00,38.290017990530515,28.609828523887238,28.219236311087815
2014-07-08 13:00:00,38.05544599096012,30.62616120907373,31.82661845094926
2014-07-08 14:00:00,37.40084522954146,32.836507523603885,35.71280254432841
2014-07-08 15:00:00,36.58659015826718,33.79860024347077,38.05900252940288
2014-07-08 16:00:00,36.057805903613165,35.97763295493498,40.904082515876986
2014-07-08 17:00:00,36.2710035811648,38.892951817665036,44.67398549879859
2014-07-08 18:00:00,36.410024020725714,40.11180075069819,45.82871258250529
2014-07-08 19:00:00,35.125986256783605,40.454929234180355,46.4866924060309
2014-07-08 20:00:00,35.62524444031634,41.679949633006814,47.62079590873054
2014-07-08 21:00:00,35.530136360811184,41.62943096281568,47.49006639266488
2014-07-08 22:00:00,32.38123199546029,41.83720531775469,47.427987004521896
2014-07-08 23:00:00,30.694325686152588,40.15996841311487,46.08260330469859
2014-07-09 00:00:00,29.36346071018362,35.3104982562997,42.085807511639544
2014-07-09 01:00:00,26.0372111014197,54.4082808913628,60.24768517175602
2014-07-09 02:00:00,25.73103844242046,52.705602049117054,58.387331240643405
2014-07-09 03:00:00,25.877997913682588,48.72550556408067,54.415344166365244
2014-07-09 04:00:00,28.486639292578282,44.03795970030482,49.574966746108075
2014-07-09 05:00:00,32.77870223245301,41.12507594952154,46.072604355856164
2014-07-09 06:00:00,35.73246580275598,39.02006584588125,44.102156142264704
2014-07-09 07:00:00,36.9883377597801,36.233810800744955,41.269894956708455
2014-07-09 08:00:00,38.77739848546119,34.381541845340784,39.45775285994788
2014-07-09 09:00:00,39.01592044867692,32.5592479619701,37.639534542377575
2014-07-09 10:00:00,39.29977961204524,31.830837250722162,37.188622974977
2014-07-09 11:00:00,38.67536006940284,31.774451881460365,37.34844417381235
2014-07-09 12:00:00,38.10924695238081,32.861020825377274,38.79221416884516
2014-07-09 13:00:00,38.827014423943034,34.91562513969479,41.07059285555615
2014-07-09 14:00:00,38.971441574109186,36.24419507579683,42.65919171815309
2014-07-09 15:00:00,38.97695951895566,39.62492261511708,46.848823528422855
2014-07-09 16:00:00,38.27609281894101,38.92156513696789,46.39400234502216
2014-07-09 17:00:00,38.28032279893081,43.800086641740506,52.63169641346325
2014-07-09 18:00:00,38.7765524786661,46.133913722116304,55.62414298404807
2014-07-09 19:00:00,37.11529140566563,47.931985283689535,57.945526021107455
2014-07-09 20:00:00,37.83348044405787,47.807536981276705,58.09492978932239
2014-07-09 21:00:00,37.583273541324445,47.486048437257175,57.978515579459284
2014-07-09 22:00:00,32.50288451095753,47.4235689681007,57.45806680312012
2014-07-09 23:00:00,30.269975942022608,45.77475077085533,55.88968822738872
2014-07-10 00:00:00,28.681201898972926,40.365533538683586,49.84077342997931
2014-07-10 01:00:00,23.530078734758003,43.00329281275445,48.166796345013765
2014-07-10 02:00:00,23.259902823917958,43.80207066247259,46.92747791028926
2014-07-10 03:00:00,23.635057951830262,40.15253180923763,40.92892278198252
2014-07-10 04:00:00,26.253864884895023,34.96564706512077,35.310074755349575
2014-07-10 05:00:00,32.55967393033116,32.10406412622139,33.22573479279541
2014-07-10 06:00:00,35.87237961464953,28.9944839853304,32.564879086719614
2014-07-10 07:00:00,36.53448257119222,25.911912174319884,31.34884573993551
2014-07-10 08:00:00,38.39864108325192,23.383882844217517,30.604837589901905
2014-07-10 09:00:00,38.922402659152716,21.745372150610574,29.839518760274615
2014-07-10 10:00:00,39.23317126611142,21.856633430570664,30.298326893064825
2014-07-10 11:00:00,38.84810848809732,23.950804230771116,31.925028498421216
2014-07-10 12:00:00,38.00589743415876,27.419577187411736,34.497966683970475
2014-07-10 13:00:00,38.117405575943884,30.746622921099878,36.467694925003194
2014-07-10 14:00:00,38.27106130992823,35.55067922196501,39.44584878235763
2014-07-10 15:00:00,38.15916159572776,39.57981830584227,43.49856405404928
2014-07-10 16:00:00,37.75800105279949,43.07180513479366,46.45934757186656
2014-07-10 17:00:00,38.20046914770086,47.28034022342651,52.09226748903179
2014-07-10 18:00:00,38.472849746071624,50.489694808297344,56.609686503556205
2014-07-10 19:00:00,36.73662284423332,52.64034356089079,59.63575419495143
2014-07-10 20:00:00,37.49558631969653,54.13353797581217,61.00683230284808
2014-07-10 21:00:00,36.973204954786475,54.81802165330108,61.95722799622426
2014-07-10 22:00:00,30.772775305700424,54.6295479714394,60.946856825197315
2014-07-10 23:00:00,28.802775649358253,52.40182125582833,58.8904094574227
2014-07-11 00:00:00,26.762082513008867,45.52770742073576,51.33282996621554
